Age,AgeBin,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,IncomeBin,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Cluster
30,Young Adult,No,Travel_Rarely,Human Resources,9,3,Human Resources,3,Male,3,2,Human Resources,4,Married,6347,Average,0,Yes,19,3,4,0,12,2,1,11,9,4,7,Mid-career professional
32,Young Adult,Yes,Travel_Rarely,Research & Development,9,3,Medical,1,Female,3,1,Laboratory Technician,1,Single,4200,Average,7,No,22,4,1,0,10,2,4,5,4,0,4,Early-career professional
45,Middle Age,No,Travel_Rarely,Research & Development,29,3,Medical,3,Male,3,1,Research Scientist,4,Single,3452,Average,5,No,13,3,2,0,9,2,2,6,5,0,3,Mid-career professional
38,Young Adult,No,Travel_Rarely,Research & Development,3,5,Technical Degree,4,Female,3,2,Research Scientist,3,Single,4317,Average,3,Yes,20,4,2,0,19,2,3,3,2,2,2,Mid-career professional
30,Young Adult,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,Female,3,1,Research Scientist,3,Single,2632,Low,1,No,14,3,3,0,5,4,2,5,4,0,4,Early-career professional
32,Young Adult,No,Travel_Frequently,Sales,9,2,Medical,4,Male,1,2,Sales Executive,4,Divorced,4668,Average,0,No,17,3,4,3,9,2,4,8,7,0,7,Mid-career professional
30,Young Adult,No,Travel_Rarely,Research & Development,5,3,Technical Degree,4,Female,3,1,Research Scientist,1,Divorced,3204,Average,5,No,14,3,4,1,8,3,3,3,2,2,2,Early-career professional
30,Young Adult,No,Travel_Rarely,Research & Development,2,1,Medical,2,Male,2,1,Laboratory Technician,4,Single,2720,Low,0,No,13,3,4,0,6,3,3,5,3,1,2,Early-career professional
41,Middle Age,No,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Male,2,4,Manager,1,Divorced,17181,High,4,No,13,3,2,1,21,2,2,7,6,7,7,Specialized professionals
41,Middle Age,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,3,1,Laboratory Technician,1,Married,2238,Low,2,No,21,4,4,1,7,2,3,5,0,1,4,Early-career professional
19,Youth,No,Travel_Rarely,Research & Development,3,1,Medical,2,Female,3,1,Laboratory Technician,2,Single,1483,Low,1,No,14,3,4,0,1,3,3,1,0,0,0,Early-career professional
40,Middle Age,No,Travel_Frequently,Research & Development,26,3,Medical,2,Female,3,2,Research Scientist,2,Divorced,5605,Average,1,No,11,3,1,1,20,2,3,20,7,2,13,Mid-to-senior professionals
35,Young Adult,No,Travel_Rarely,Sales,1,5,Marketing,3,Male,3,3,Sales Executive,2,Married,7295,Average,1,No,13,3,1,2,10,3,3,10,8,0,6,Mid-career professional
53,Middle Age,No,Travel_Rarely,Sales,6,2,Marketing,2,Male,3,2,Sales Representative,3,Married,2306,Low,2,Yes,20,4,4,1,13,3,1,7,7,4,5,Mid-career professional
45,Middle Age,No,Travel_Rarely,Research & Development,9,3,Life Sciences,2,Male,3,2,Laboratory Technician,2,Divorced,2348,Low,8,No,18,3,3,1,20,2,1,17,9,0,15,Mid-career professional
32,Young Adult,No,Travel_Frequently,Sales,8,3,Marketing,2,Female,3,3,Sales Executive,4,Single,8998,Medium,1,No,14,3,4,0,9,2,3,9,8,3,7,Mid-career professional
29,Young Adult,No,Non-Travel,Research & Development,1,1,Technical Degree,4,Male,3,2,Manufacturing Director,3,Married,4319,Average,1,No,13,3,1,1,10,1,3,10,7,0,9,Mid-career professional
51,Middle Age,No,Travel_Rarely,Research & Development,7,4,Medical,2,Male,2,2,Manufacturing Director,3,Married,6132,Average,2,No,17,3,3,0,10,2,3,1,0,0,0,Mid-career professional
58,Middle Age,No,Travel_Rarely,Research & Development,9,3,Medical,2,Female,2,1,Research Scientist,2,Married,3346,Average,4,Yes,20,4,2,1,9,3,2,1,0,0,0,Mid-career professional
40,Middle Age,No,Travel_Rarely,Sales,4,4,Marketing,3,Male,2,3,Sales Executive,4,Married,10855,Medium,7,No,11,3,1,1,15,2,2,12,11,2,11,Mid-career professional
34,Young Adult,No,Travel_Frequently,Sales,2,4,Marketing,3,Female,3,1,Sales Representative,3,Married,2231,Low,6,No,18,3,4,1,6,3,3,4,3,1,2,Early-career professional
22,Young Adult,No,Travel_Rarely,Research & Development,19,1,Medical,3,Male,3,1,Research Scientist,4,Married,2323,Low,1,No,24,4,1,2,2,6,3,2,2,2,2,Early-career professional
27,Young Adult,No,Non-Travel,Research & Development,9,3,Medical,4,Male,3,1,Research Scientist,2,Divorced,2024,Low,6,No,18,3,4,1,6,1,1,2,2,2,2,Early-career professional
28,Young Adult,No,Travel_Rarely,Research & Development,21,3,Medical,3,Male,3,1,Research Scientist,4,Married,2713,Low,1,No,11,3,3,1,5,2,1,5,2,0,2,Early-career professional
57,Middle Age,No,Travel_Rarely,Research & Development,24,2,Life Sciences,3,Male,4,3,Healthcare Representative,4,Divorced,9439,Medium,3,Yes,16,3,2,1,12,2,1,5,3,1,4,Mid-career professional
27,Young Adult,No,Non-Travel,Research & Development,3,3,Medical,3,Male,2,1,Research Scientist,3,Divorced,2566,Low,1,Yes,15,3,4,1,1,2,2,1,1,0,1,Early-career professional
50,Middle Age,No,Travel_Rarely,Research & Development,11,3,Life Sciences,3,Female,3,5,Manager,2,Single,19926,High,3,No,15,3,2,0,21,5,3,5,4,4,4,Specialized professionals
41,Middle Age,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2451,Low,4,No,12,3,1,1,13,2,3,9,8,1,8,Mid-career professional
30,Young Adult,No,Travel_Rarely,Sales,5,3,Life Sciences,2,Female,3,3,Sales Executive,4,Married,9419,Medium,2,No,12,3,3,1,12,2,3,10,9,7,4,Mid-career professional
38,Young Adult,No,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,2,2,Sales Executive,4,Single,8686,Medium,4,No,22,4,3,0,12,2,4,8,3,0,7,Mid-career professional
32,Young Adult,No,Travel_Rarely,Research & Development,6,5,Life Sciences,3,Male,3,1,Research Scientist,3,Single,3038,Average,3,No,20,4,1,0,8,2,3,5,4,1,4,Early-career professional
27,Young Adult,No,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3058,Average,0,Yes,16,3,4,1,6,3,2,5,2,1,1,Early-career professional
19,Youth,Yes,Travel_Frequently,Sales,1,1,Technical Degree,3,Female,1,1,Sales Representative,1,Single,2325,Low,0,No,21,4,1,0,1,5,4,0,0,0,0,Early-career professional
36,Young Adult,No,Travel_Frequently,Research & Development,3,2,Medical,4,Male,3,1,Laboratory Technician,2,Single,2088,Low,4,No,12,3,3,0,13,3,2,8,7,7,2,Mid-career professional
30,Young Adult,No,Non-Travel,Research & Development,9,3,Medical,3,Male,3,2,Laboratory Technician,1,Divorced,3072,Average,1,No,11,3,3,2,12,4,3,12,9,6,10,Mid-career professional
45,Middle Age,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,2,Sales Executive,1,Divorced,5006,Average,4,Yes,11,3,1,1,9,3,4,5,4,0,3,Mid-career professional
56,Middle Age,No,Travel_Rarely,Research & Development,8,3,Life Sciences,3,Female,3,1,Research Scientist,1,Divorced,4257,Average,4,Yes,18,3,3,1,19,3,3,2,2,2,2,Mid-career professional
33,Young Adult,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2500,Low,0,No,14,3,1,0,4,2,4,3,1,0,2,Early-career professional
19,Youth,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Male,2,1,Laboratory Technician,4,Single,1102,Low,1,No,22,4,3,0,1,3,2,1,0,1,0,Early-career professional
46,Middle Age,No,Travel_Rarely,Sales,1,2,Marketing,2,Female,3,3,Sales Executive,1,Divorced,10453,Medium,1,No,25,4,3,3,24,2,3,24,13,15,7,Mid-to-senior professionals
38,Young Adult,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,2288,Low,1,No,12,3,3,0,2,3,3,2,2,2,1,Early-career professional
31,Young Adult,No,Travel_Rarely,Research & Development,12,1,Medical,3,Female,3,1,Research Scientist,4,Married,3929,Average,8,Yes,23,4,3,1,7,0,3,4,2,0,2,Early-career professional
34,Young Adult,No,Travel_Rarely,Research & Development,27,2,Medical,4,Female,3,1,Research Scientist,2,Single,2311,Low,2,No,15,3,4,0,9,3,3,3,2,1,2,Early-career professional
41,Middle Age,Yes,Travel_Rarely,Sales,20,2,Marketing,2,Female,3,1,Sales Representative,2,Single,3140,Average,1,Yes,22,4,4,0,4,5,2,4,3,0,2,Early-career professional
50,Middle Age,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,2,1,Laboratory Technician,3,Married,3690,Average,2,No,15,3,4,1,5,2,2,3,2,0,2,Early-career professional
53,Middle Age,No,Travel_Rarely,Research & Development,13,2,Medical,4,Female,4,2,Manufacturing Director,1,Divorced,4450,Average,1,No,11,3,3,2,5,3,3,4,2,1,3,Mid-career professional
33,Young Adult,No,Travel_Rarely,Research & Development,14,3,Medical,4,Female,3,1,Research Scientist,2,Married,2756,Low,1,No,13,3,4,1,8,5,3,8,7,1,6,Early-career professional
40,Middle Age,No,Travel_Rarely,Research & Development,4,1,Medical,4,Female,3,5,Manager,3,Married,19033,High,1,No,14,3,2,1,21,2,3,20,8,9,9,Experienced senior professional
55,Middle Age,No,Travel_Rarely,Research & Development,14,4,Medical,3,Male,4,5,Research Director,2,Single,18722,High,8,No,11,3,4,0,36,3,3,24,15,2,15,Senior Executives
34,Young Adult,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,2,2,Manufacturing Director,3,Married,9547,Medium,1,No,17,3,3,0,10,2,2,10,9,1,9,Mid-career professional
51,Middle Age,No,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,4,Healthcare Representative,2,Single,13734,Medium,3,No,18,3,3,0,21,6,3,7,7,1,0,Mid-career professional
52,Middle Age,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3,Male,2,5,Manager,3,Married,19999,High,0,No,14,3,1,1,34,5,3,33,18,11,9,Senior Executives
27,Young Adult,No,Travel_Rarely,Research & Development,9,3,Medical,4,Female,3,1,Research Scientist,2,Single,2279,Low,1,No,16,3,4,0,7,2,2,7,7,0,3,Early-career professional
35,Young Adult,Yes,Travel_Rarely,Research & Development,23,2,Life Sciences,2,Male,2,2,Manufacturing Director,3,Married,5916,Average,3,Yes,13,3,1,0,8,1,3,1,0,0,1,Early-career professional
43,Middle Age,No,Non-Travel,Research & Development,7,3,Medical,4,Male,4,1,Research Scientist,4,Divorced,2089,Low,4,No,14,3,4,3,7,3,4,5,4,2,2,Early-career professional
45,Middle Age,No,Non-Travel,Research & Development,2,2,Medical,1,Male,2,4,Manager,4,Married,16792,High,9,No,23,4,4,1,22,1,3,20,8,11,8,Experienced senior professional
37,Young Adult,No,Travel_Rarely,Research & Development,21,3,Life Sciences,2,Male,4,1,Research Scientist,1,Married,3564,Average,1,Yes,12,3,1,1,8,3,2,8,7,1,7,Early-career professional
35,Young Adult,No,Travel_Frequently,Research & Development,2,3,Medical,2,Female,3,2,Laboratory Technician,2,Single,4425,Average,5,No,11,3,4,0,10,5,3,6,2,1,2,Mid-career professional
42,Middle Age,No,Non-Travel,Research & Development,21,2,Medical,3,Female,3,2,Manufacturing Director,3,Divorced,5265,Average,2,No,16,3,2,1,11,5,3,5,3,0,2,Mid-career professional
38,Young Adult,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,6553,Average,9,No,14,3,2,0,14,3,3,1,0,0,0,Mid-career professional
38,Young Adult,No,Travel_Rarely,Research & Development,29,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Married,6261,Average,3,No,18,3,1,1,9,3,1,7,7,1,7,Mid-career professional
27,Young Adult,No,Travel_Frequently,Research & Development,1,1,Technical Degree,3,Male,2,2,Manufacturing Director,1,Married,4298,Average,5,No,19,3,3,1,6,1,3,2,2,2,0,Early-career professional
49,Middle Age,No,Non-Travel,Research & Development,18,4,Life Sciences,4,Male,3,2,Manufacturing Director,4,Divorced,6804,Average,1,Yes,15,3,1,2,7,0,3,7,7,1,7,Mid-career professional
34,Young Adult,No,Travel_Frequently,Research & Development,10,4,Medical,4,Male,3,1,Research Scientist,3,Divorced,3815,Average,1,Yes,17,3,4,1,5,4,4,5,3,2,0,Early-career professional
40,Middle Age,No,Travel_Rarely,Research & Development,19,2,Medical,3,Male,3,2,Laboratory Technician,4,Married,2741,Low,8,Yes,15,3,3,1,15,2,4,7,2,3,7,Mid-career professional
38,Young Adult,Yes,Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,2,Healthcare Representative,1,Married,6673,Average,7,Yes,19,3,2,0,17,2,3,1,0,0,0,Mid-career professional
29,Young Adult,Yes,Travel_Rarely,Sales,27,3,Marketing,2,Female,3,3,Sales Executive,4,Married,7639,Average,1,No,22,4,4,3,10,3,2,10,4,1,9,Mid-career professional
22,Young Adult,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,4,1,Research Scientist,2,Divorced,2328,Low,1,Yes,16,3,1,1,4,2,2,4,2,2,2,Early-career professional
36,Young Adult,No,Travel_Frequently,Research & Development,18,1,Medical,2,Female,3,1,Laboratory Technician,4,Single,2153,Low,1,No,13,3,1,0,8,2,3,8,1,1,7,Early-career professional
40,Middle Age,No,Non-Travel,Research & Development,9,5,Life Sciences,4,Male,2,2,Healthcare Representative,4,Married,4876,Average,9,No,14,3,4,1,5,5,1,3,2,0,2,Early-career professional
46,Middle Age,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,3,Healthcare Representative,1,Divorced,9396,Medium,7,No,16,3,3,1,17,3,3,4,2,0,3,Mid-career professional
32,Young Adult,Yes,Travel_Rarely,Sales,4,4,Medical,4,Male,1,3,Sales Executive,4,Married,10400,Medium,1,No,11,3,3,0,14,2,2,14,8,9,8,Mid-career professional
30,Young Adult,No,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,3,Manufacturing Director,3,Single,8474,Medium,1,No,22,4,3,0,12,2,3,11,8,5,8,Mid-career professional
27,Young Adult,No,Travel_Frequently,Sales,20,3,Life Sciences,4,Female,3,2,Sales Executive,3,Single,9981,Medium,1,No,14,3,4,0,7,2,3,7,7,0,7,Early-career professional
51,Middle Age,No,Travel_Rarely,Research & Development,8,4,Life Sciences,2,Male,2,3,Research Director,2,Married,12490,Medium,5,No,16,3,4,2,16,5,1,10,9,4,7,Mid-career professional
30,Young Adult,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,4,Female,3,1,Research Scientist,1,Single,2657,Low,5,Yes,11,3,3,0,8,5,3,5,2,0,4,Early-career professional
41,Middle Age,No,Travel_Rarely,Sales,6,3,Life Sciences,4,Female,3,3,Manager,4,Single,13591,Medium,3,Yes,18,3,3,0,16,3,3,1,0,0,0,Mid-career professional
30,Young Adult,Yes,Travel_Frequently,Sales,26,4,Marketing,3,Female,2,2,Sales Executive,1,Single,6696,Average,5,No,15,3,3,0,9,5,2,6,3,0,1,Mid-career professional
29,Young Adult,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Male,3,1,Research Scientist,3,Single,2058,Low,0,No,14,3,4,0,7,1,2,6,2,1,5,Early-career professional
45,Middle Age,No,Non-Travel,Sales,6,3,Medical,4,Female,2,3,Sales Executive,4,Single,8865,Medium,6,No,12,3,4,0,23,2,3,19,7,12,8,Mid-to-senior professionals
54,Middle Age,No,Travel_Rarely,Sales,3,3,Marketing,4,Female,3,2,Sales Executive,1,Married,5940,Average,2,No,14,3,4,1,16,4,3,6,2,0,5,Mid-career professional
36,Young Adult,No,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Male,3,2,Laboratory Technician,2,Single,5914,Average,8,No,16,3,4,0,16,3,4,13,11,3,7,Mid-career professional
33,Young Adult,No,Travel_Rarely,Research & Development,4,4,Medical,3,Female,2,1,Research Scientist,2,Married,2622,Low,6,No,21,4,4,0,7,3,3,3,2,1,1,Early-career professional
37,Young Adult,No,Travel_Frequently,Research & Development,11,3,Other,2,Male,3,3,Research Director,4,Divorced,12185,Medium,1,Yes,14,3,3,3,10,1,3,10,8,0,7,Mid-career professional
38,Young Adult,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,3,Sales Executive,3,Divorced,10609,Medium,0,No,12,3,3,2,17,6,2,16,10,5,13,Mid-career professional
31,Young Adult,No,Non-Travel,Research & Development,1,4,Medical,3,Male,1,2,Manufacturing Director,3,Married,4345,Average,0,No,12,3,4,1,6,2,3,5,4,1,4,Early-career professional
59,Middle Age,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2177,Low,3,No,17,3,1,1,7,6,3,1,0,0,0,Mid-career professional
37,Young Adult,No,Travel_Frequently,Sales,4,4,Marketing,1,Male,3,1,Sales Representative,4,Divorced,2793,Low,4,No,17,3,3,1,13,2,3,9,8,5,8,Mid-career professional
29,Young Adult,No,Travel_Frequently,Sales,1,1,Medical,2,Female,3,3,Sales Executive,4,Married,7918,Average,1,No,14,3,4,1,11,5,3,11,10,4,1,Mid-career professional
35,Young Adult,No,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,3,Sales Executive,3,Single,8789,Medium,1,No,14,3,1,0,10,3,4,10,7,0,8,Mid-career professional
29,Young Adult,Yes,Travel_Rarely,Research & Development,18,1,Medical,3,Male,2,1,Research Scientist,4,Single,2389,Low,1,Yes,13,3,3,0,4,3,2,4,3,0,1,Early-career professional
52,Middle Age,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,2,1,Laboratory Technician,4,Single,3212,Average,7,No,15,3,2,0,6,3,2,2,2,2,2,Early-career professional
42,Middle Age,No,Travel_Rarely,Research & Development,4,2,Technical Degree,3,Male,3,5,Manager,4,Married,19232,High,1,No,11,3,4,0,22,3,3,22,17,11,15,Experienced senior professional
59,Middle Age,No,Travel_Rarely,Human Resources,6,2,Medical,2,Male,3,1,Human Resources,3,Married,2267,Low,8,No,17,3,4,0,7,2,2,2,2,2,2,Mid-career professional
50,Middle Age,No,Travel_Rarely,Sales,1,4,Medical,4,Female,3,5,Manager,4,Divorced,19517,High,3,No,11,3,3,1,32,3,2,7,0,0,6,Highly experienced late-career professionals
33,Young Adult,Yes,Travel_Rarely,Research & Development,14,3,Medical,3,Male,3,1,Laboratory Technician,4,Married,2436,Low,5,Yes,13,3,3,1,8,2,1,5,4,0,4,Early-career professional
43,Middle Age,No,Travel_Rarely,Sales,16,3,Marketing,4,Female,3,4,Manager,4,Married,16064,Medium,5,Yes,22,4,3,1,22,3,3,17,13,1,9,Mid-career professional
33,Young Adult,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Female,3,1,Laboratory Technician,1,Married,2707,Low,7,No,20,4,1,0,13,3,4,9,7,1,7,Mid-career professional
52,Middle Age,No,Non-Travel,Sales,2,4,Life Sciences,1,Male,2,5,Manager,3,Single,19068,High,1,Yes,18,3,4,0,33,2,4,33,7,15,12,Senior Executives
32,Young Adult,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,1,Sales Representative,2,Married,3931,Average,2,No,11,3,1,1,6,5,3,4,3,1,2,Early-career professional
32,Young Adult,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,1,Laboratory Technician,3,Single,3730,Average,0,Yes,14,3,4,0,4,2,1,3,2,1,2,Early-career professional
39,Young Adult,No,Travel_Rarely,Research & Development,1,4,Medical,3,Female,3,1,Laboratory Technician,3,Divorced,2232,Low,7,No,14,3,3,3,7,1,3,3,2,1,2,Early-career professional
32,Young Adult,No,Non-Travel,Sales,26,4,Marketing,3,Male,3,2,Sales Executive,4,Married,4465,Average,0,No,18,3,1,0,4,2,3,3,2,2,2,Early-career professional
41,Middle Age,No,Travel_Rarely,Research & Development,19,2,Life Sciences,3,Male,3,2,Research Scientist,1,Divorced,3072,Average,2,No,16,3,1,2,17,2,2,1,0,0,0,Mid-career professional
40,Middle Age,No,Travel_Rarely,Research & Development,24,2,Technical Degree,1,Male,3,2,Research Scientist,4,Divorced,3319,Average,1,No,17,3,1,2,9,3,3,9,8,4,7,Mid-career professional
45,Middle Age,No,Travel_Rarely,Research & Development,1,3,Other,3,Male,4,5,Manager,4,Married,19202,High,0,No,11,3,3,1,25,2,3,24,0,1,7,Experienced senior professional
31,Young Adult,No,Travel_Frequently,Research & Development,3,4,Medical,2,Male,3,3,Research Director,3,Divorced,13675,Medium,9,No,12,3,1,1,9,3,3,2,2,2,2,Mid-career professional
33,Young Adult,No,Travel_Rarely,Research & Development,5,4,Life Sciences,3,Female,2,1,Research Scientist,4,Married,2911,Low,1,No,13,3,3,1,2,2,2,2,2,0,2,Early-career professional
34,Young Adult,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,2,2,Manufacturing Director,1,Married,5957,Average,6,No,13,3,2,1,13,3,3,11,9,5,9,Mid-career professional
37,Young Adult,No,Travel_Rarely,Research & Development,1,2,Medical,3,Female,2,1,Research Scientist,1,Married,3920,Average,2,No,14,3,1,1,17,2,2,3,1,0,2,Mid-career professional
45,Middle Age,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,4,2,Manufacturing Director,3,Married,6434,Average,4,No,17,3,4,1,9,1,3,3,2,0,2,Mid-career professional
37,Young Adult,Yes,Travel_Frequently,Research & Development,10,3,Medical,1,Male,3,3,Manufacturing Director,3,Divorced,10048,Medium,6,No,11,3,2,2,17,5,3,1,0,0,0,Mid-career professional
39,Young Adult,No,Travel_Frequently,Research & Development,2,4,Technical Degree,3,Female,3,3,Healthcare Representative,3,Single,10938,Medium,0,No,25,4,4,0,20,1,3,19,6,11,8,Mid-to-senior professionals
29,Young Adult,No,Travel_Rarely,Research & Development,15,3,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2340,Low,1,No,19,3,1,0,6,1,3,6,5,1,5,Early-career professional
42,Middle Age,No,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,4,2,Research Scientist,1,Single,6545,Average,3,Yes,13,3,3,0,10,1,3,3,2,0,2,Mid-career professional
29,Young Adult,No,Travel_Rarely,Sales,20,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,6931,Average,2,No,14,3,4,1,10,2,3,3,2,0,2,Early-career professional
25,Young Adult,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,2,Manufacturing Director,3,Married,4898,Average,0,No,12,3,4,2,5,3,3,4,2,1,2,Early-career professional
